daily_social_media_time,number_of_notifications,work_hours_per_day,stress_level,sleep_hours,screen_time_before_sleep,coffee_consumption_per_day,weekly_offline_hours,job_satisfaction_score,uses_focus_apps,has_digital_wellbeing_enabled,breaks_during_work,digital_addiction_index,sleep_social_ratio,notification_pressure,stress_caffeine_score,productivity_gap,wellness_effective,doomscroll_risk,age_group_encoded,gender_Male,gender_Other,job_type_Finance,job_type_Health,job_type_It,job_type_Student,job_type_Unemployed,social_platform_preference_Instagram,social_platform_preference_Telegram,social_platform_preference_Tiktok,social_platform_preference_Twitter
0.45567991599973134,0.1,-0.08745369287541574,-0.31999999999999995,-0.7426757065524203,-0.6635888312426118,1.0,1.107302252655651,0.447352741880388,0.0,0.0,0.5,0.3638405743824971,-0.4209453859329815,-0.2903225806451613,0.2657152045247391,0.2506120109038582,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.08602379584772274,-0.1,0.8036489350234769,0.2800000000000001,-0.7494684480121478,-0.37863321513046017,0.0,-0.9307310045372342,-0.49551922405133236,1.0,1.0,0.3333333333333333,0.7499210272423025,-0.2651483659289927,0.3154121863799283,0.4755991283498916,-0.8672074298147343,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3041464429886618,-0.3,0.3394786260478878,-0.31999999999999995,1.119029523407204,-0.43185176969705624,0.5,0.02866152602957602,-0.7977928657788237,1.0,0.0,-0.8333333333333334,-0.11849149879982505,0.05616278616882564,-0.34767025089605735,0.11614886858157848,-0.22404092704629905,0.0,0.0,-0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0853918210980745,-0.1,-0.23446145177489397,0.08000000000000007,-0.2397811105942388,0.22309938437988877,-1.0,1.2885044574821445,-1.036802208532588,0.0,0.0,-0.6666666666666666,0.35103416773887774,-0.13037645604874568,0.1039426523297491,-0.8130420800710492,0.7664669177188279,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.3575519683533701,0.6,-0.2864471953144287,0.2800000000000001,-0.5873879175456871,0.9814027499100308,-0.5,0.059470743925917044,1.43617252120749,0.0,1.0,-0.6666666666666666,0.19976170075640426,0.16076353989347372,0.4910394265232975,0.0,1.438541231852518,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.603421137397202,-1.0,-0.20705971700313724,-0.11999999999999993,-0.5285594566086774,0.5776576771484226,1.5,-0.9307310045372342,-0.1226921243794877,0.0,1.0,0.0,-0.2521038470490783,0.6341605151096448,-0.26881720430107525,0.6881602688518006,-0.5196667549199268,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5351133596672769,0.0,-1.1392052834083022,0.2800000000000001,0.5640783387810103,1.4062902957227674,1.0,1.30786412657895,0.17802138884336136,0.0,0.0,-0.16666666666666666,0.6298879379858154,-0.18875309491988196,0.34050179211469533,1.0747831679715805,-0.14930542345682718,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.41925476844680815,-1.1,-0.15867991520961802,-0.31999999999999995,-0.09342852394621469,-0.29229597664966206,1.0,-0.14815852519226516,-0.4852178518658774,0.0,0.0,-0.5,0.1450632004506416,-0.27167560248250416,-0.46236559139784944,0.2657152045247391,-0.4248437762202188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.42252258437130563,-0.3,-0.42459274191929375,-0.31999999999999995,0.6636245544147144,-1.1367174537379987,0.0,-0.9307310045372342,-0.9637843977078844,0.0,1.0,0.8333333333333334,-0.0052883122295501305,-0.11381542836505204,-0.34767025089605735,-0.07667567525908302,-0.45128538792009665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.81098087362429,0.4,-0.4063902561342211,-0.5199999999999999,0.1409551574601807,0.5000216610345847,-0.5,-0.28388489543280643,0.5993512123764555,0.0,0.0,0.8333333333333334,0.40188567719701146,-0.571038644671279,-0.4767025089605735,-0.4645954743263138,-0.7293153633895979,0.0,0.0,-0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.12252185749472791,-0.3,1.4870758350474396,-0.31999999999999995,-1.367776464897773,0.024523301074051526,-0.5,0.3253888448829385,1.43617252120749,1.0,1.0,0.0,0.3944291760983902,-0.4430987297215446,-0.34767025089605735,-0.34844660574473535,0.5093521907497496,1.0,0.0,-0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.3305491950702708,-0.1,1.1645683898300272,0.68,-0.21921375040650257,-0.13282777131897028,1.0,-0.11908495579304361,0.3481206077632555,1.0,0.0,0.5,0.36126493596518744,0.2681403752941437,0.7383512544802867,1.6141618102694744,0.8612415151039122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.12586349503520222,1.7,-0.4992661651099142,0.4,-1.0419551451186373,-0.46017003367324827,-1.0,-0.47002053411772116,1.2321478672662411,0.0,0.0,0.0,0.7693533505145795,-0.21987973485106857,0.9326164874551969,-0.8130420800710492,0.3970846010746231,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.2037733982181553,0.0,-0.062044385023905545,-0.11999999999999993,0.14250075587108527,0.37722878487293915,1.0,0.7471908352539484,0.8428687606371058,0.0,0.0,-0.3333333333333333,-0.6983374630231646,31.091822194534043,-0.08960573476702509,0.5354045256736862,0.47555279957316987,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.29389439496460557,0.5,0.6072185359817708,0.8800000000000001,0.7634838218725916,0.28959870273805144,1.0,0.2560008515740817,0.612589431495962,1.0,0.0,0.16666666666666666,0.8602584664554354,-0.017931938002928728,1.1648745519713262,1.8838511314184219,0.2362919440743666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.1087429519712375,0.7,-0.8381347335734777,-0.11999999999999993,0.9675747548427134,0.09049887434999204,1.0,-0.17825140844137588,-0.8929912168976273,0.0,0.0,0.6666666666666666,0.45052719004575065,-0.3234742486551276,0.035842293906810034,0.5354045256736862,-1.0165168600168706,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.28857904791204025,0.4,0.022198746294160906,0.68,-0.8871028285427355,-1.0574802344354133,0.5,0.19490244509787452,0.3583668458622454,0.0,0.0,-0.5,0.6913458131045885,-0.03220056300064779,0.899641577060932,1.277637554397363,-0.26843061969374227,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0273402173832848,-0.8,0.446807793268621,-0.9199999999999999,-0.6853930953334373,1.0728276990040055,0.0,0.9312232167442243,-1.037429563696535,0.0,0.0,-0.3333333333333333,-0.3484702316435555,-0.5547856153598233,-0.978494623655914,-0.6289504788680577,-0.6121906676849179,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9045582809219577,-1.3,0.6006531685778997,-0.11999999999999993,-0.12003740950009419,-1.1367174537379987,0.0,-0.9093989094436902,0.2067282471908606,0.0,0.0,-0.5,0.6817885353545433,-0.43779297447196935,-0.3225806451612903,0.10741592594390856,0.6944082103790439,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6300976713879772,0.2,-0.2105322365381674,0.08000000000000007,0.2555900011847229,-1.1367174537379987,0.5,0.3787810808062912,0.15897598600894702,1.0,1.0,-0.16666666666666666,-0.292248494087584,1.1527667243550075,0.16845878136200718,0.5807443429078922,0.4704555329220765,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6331506924131501,0.3,0.22863534201322144,0.2800000000000001,-0.5906668269440962,0.031960930680252575,0.0,-0.5993123391411929,0.49694033767722284,0.0,0.0,0.8333333333333334,-0.09206030360736749,0.6774993221069574,0.4157706093189964,0.4755991283498916,0.4016015834219945,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.1753930162055317,-1.0,0.03784489899649663,-0.11999999999999993,-0.6853543452137926,-0.1428656050375667,-0.5,-0.49197938291497106,1.1605033867808374,0.0,0.0,-0.5,-0.6760857251031124,13.454766761388747,-0.26881720430107525,-0.23229773716315688,0.3300916231522891,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.144358787376214,0.5,-0.14676895768197246,-0.11999999999999993,-0.5117335321301131,-0.19979146729774816,0.0,0.05630779768508329,-0.5616260218801937,0.0,0.0,-0.6666666666666666,1.0373126062409344,-0.5505125728868199,0.0,0.10741592594390856,0.448348908196755,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3958957287944858,-0.3,-0.2548178192516687,0.2800000000000001,-0.8017853824070931,0.28621308900613507,-0.5,0.39390732450173144,0.26946465915572304,1.0,0.0,0.16666666666666666,1.1321302156642494,-0.4129134606852735,0.26523297491039427,0.0,0.2893130530087016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4799888902704028,-0.2,-0.7088843232609408,0.4800000000000001,0.6486292654534637,-0.743246943450412,0.0,0.40135656322811825,-1.3242793441390903,1.0,0.0,0.3333333333333333,0.7418721283215035,-0.14600401745175662,0.4982078853046595,0.6596907295528831,0.5467074772539163,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.5879465691877551,-0.8,0.3595533574455174,-0.5199999999999999,0.11361756739546829,-0.26489958316028334,-1.0,-0.3057538810610444,0.8506864500425817,0.0,0.0,0.5,-0.4719140795661357,0.9392218326962025,-0.6057347670250897,-0.8130420800710492,1.0469504014037987,0.0,0.0,-0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.6193965691802601,1.3,1.3386188361699527,-0.72,0.1471749501827594,1.077432853722111,-1.0,0.6420917819693385,-0.1717590594018489,1.0,0.0,0.0,-0.2555122356331296,-0.3033382163771446,-0.6415770609318996,-0.8130420800710492,-1.2978026949173318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4160688929155622,-0.4,-0.3713604502399761,-0.5199999999999999,0.8446557917123252,-0.3600388301935976,-1.0,-0.8665709282038812,0.07495841168897825,1.0,0.0,0.8333333333333334,-0.4569609696334124,0.8485967196743865,-0.5627240143369175,-0.8130420800710492,-0.3277654397796479,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
